Nr.,Datum,Grund/Anlass,Ort bzw. Wegstrecke
520.0,2021-12-05 00:00:00,Autokorso zu Chanukka,Autokorso
521.0,2021-10-26 00:00:00,"Autokorso gegen die 2G-Regel im Einzelhandel! Grundversorgung muss 
allen zugänglich sein",Autokorso
522.0,2021-10-30 00:00:00,"Der Gedenktag ""Die Rückgabe der Namen""",Platz der Alten Synagoge
523.0,2021-11-06 00:00:00,Vegane Ernährung,Rathausplatz
524.0,2021-11-13 00:00:00,Vegane Ernährung,Ecke Kajo/Engelstraße
525.0,2021-10-29 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
526.0,2021-10-30 00:00:00,"Klimakatastrophe, wir tanzen fürs Klima","Rathausplatz – Rathausgasse – Kaiser-Joseph-Straße – 
Bertoldsbrunnen – Bertoldstraße – 
Platz der Alten Synagoge – Bertoldstraße – Bertoldsbrunnen
 – Salzstraße – Augustinerplatz – Gerberau – Martinstor –
 Kaiser-Joseph-Straße – Rathausgasse – Rathausplatz, 
dort Auflösung"
527.0,2021-11-07 00:00:00,Gegen Rechts Zusammenstehen,Sportplatz Ecke - langmarckstraße - Skaggerstraße
528.0,2021-11-13 00:00:00,"Mahnwache für Frieden, für Atomwaffenverbotsvertrag, Abrüstung statt 
Aufrüstung",Ecke Bertoldstraße/Niemensstraße
529.0,2021-11-06 00:00:00,VW Abgasautos,PdAS
530.0,2021-10-30 00:00:00,Ende aller Corona-Maßnahmen,PdAS mit Aufzug
531.0,2021-10-30 00:00:00,Türkei setzt Chemiewaffen gegen Kurden ein,Platz der Alten Synagoge
532.0,2021-11-02 00:00:00,"Stille Schuhaktion in Solidarität mit den ungeimpften Studenten, 
Schülern und Auszubildenden",Platz der Alten Synagoge
533.0,2021-11-06 00:00:00,Ende aller Corona-Maßnahmen,"Platz der Alten Synagoge – Bertoldstraße – 
Kaiser-Joseph-Straße – Gerberau – Augustinerplatz – 
Salzstraße – kaiser-Joseph-Straße – Rathausgasse – 
Merianstraße – Schiffstraße – Kaiser-Joseph-Straße –
Schusterstraße – Herrenstraße – Auf der Zinnen – 
Kaiser-Joseph-Straße – Europaplatz – Friedrichring – 
Rotteckring – Platz der Alten Synagoge"
534.0,2021-11-02 00:00:00,"Autokorso gegen die 2G-Regel im Einzelhandel! Grundversorgung muss 
allen zugänglich sein",Autokorso
535.0,2021-11-11 00:00:00,Die 8. Mahnwacht für den immer noch nicht wieder lebendigen Späti,Lederleplatz
536.0,2021-11-05 00:00:00,"Wie können wir Kindern und Jugendlichen in der momentanen Lage 
Hilfe leisten?",Rathausplatz
537.0,2021-11-20 00:00:00,"Solidarität mit den Geflüchteten in Belarus und an der 
deutsch-polnischen Grenzr",Europaplatz
538.0,2021-11-28 00:00:00,Walderhalt im Dietenbach,"Maria-von-Rudloff-Platz – Rieselfeldallee – 
Geschwister-Scholl-Platz – Willy-Brand-Allee –
Bollerstaudenstraße (Ende Haltestelle Bolerstaudenstraße)"
539.0,2021-11-09 00:00:00,Gedenkveranstaltung zur Reichsprogromnacht,Platz der Alten Synagoge
540.0,2021-11-13 00:00:00,Ende aller Corona-Maßnahmen,"Platz der Alten Synagoge – Bertoldstraße – 
Kaiser-Joseph-Straße – Gerberau – Augustinerplatz – 
Salzstraße – kaiser-Joseph-Straße – Rathausgasse – 
Merianstraße – Schiffstraße – Kaiser-Joseph-Straße –
Schusterstraße – Herrenstraße – Auf der Zinnen – 
Kaiser-Joseph-Straße – Europaplatz – Friedrichring – 
Rotteckring – Platz der Alten Synagoge"
541.0,2021-11-10 00:00:00,Corona und die Impfung für Kinder,Zähringerstraße
542.0,2021-11-09 00:00:00,"Gegen einen Lockdown für Ungeimpfte
Gleiche Rechte für Alle!",Autokorso
543.0,2021-11-12 00:00:00,Corona und die Impfung für Kinder,Ecke Kaiser-Joseph-Straße/Schiffstraße
544.0,2021-11-19 00:00:00,"Mahnwache für den Frieden, für Atomwaffenverbotsvertrag, Abrüstung 
statt Aufrüstung, keine bewaffneten Drohnen",Ecke Bertoldstraße/Niemensstraße
545.0,2021-11-10 00:00:00,"Nie wieder ist JETZT - Eine Mahnung und Erinnerung, ein Appell und ein 
Blick auf das JETZT",Platz der Alten Synagoge
546.0,2021-11-13 00:00:00,Verfolgung und Organraub an Falun Dafa Praktizierenden in China,Augustinerplatz
547.0,2021-11-20 00:00:00,Trans Day of Remembrance 2021,Augustinerplatz
548.0,2021-11-13 00:00:00,Gegen Corona-Verharmlosung auf der Straße und in den Ministerien,Platz der Alten Synagoge
549.0,2021-12-05 00:00:00,Chanukka,Platz der Alten Synagoge
550.0,2021-11-12 00:00:00,Klimakonferenz Glasgow - klimapolitische Entscheidungen,"Platz der Alten Synagoge – Rotteckring – Fahnenbergplatz – 
Friedrichstraße – Bismarckallee – Wilhelmstraße – 
Belfortstraße – Platz der Alten Synagoge"
551.0,2021-11-24 00:00:00,Streiktag Tarifrunde Länder,"Friedrichring - Kajo - Regierungspräsidium - Salzstraße - 
Augustinerplatz - Gerberau - Kajo - Bertoldsbrunnen"
552.0,2021-11-20 00:00:00,"Einweihung eines Banners über dem Cafe Capri im Rahmen des 
Projektes ""SICHTBAR""","Gerberau 30, vor dem Cafe Capri"
553.0,2021-11-25 00:00:00,Internationaler Tag gegen Gewalt an Frauen und Mädchen,Platz der Alten Synagoge
554.0,2021-11-17 00:00:00,Corona und die Impfung für Kinder,Zähringerstraße
555.0,2021-11-16 00:00:00,Kein Lockdown für Ungeimpfte,Autokorso
556.0,2021-11-25 00:00:00,"Stopp von Gewalt gegen Frauen, Schluss mit Feminiziden","Platz der ALten Synagoge - Bertoldstraße - Salzstraße - 
Augustinerplatz - Gerberau - Kajo - Bertoldstraße - 
Platz der Alten Synagoge"
557.0,2021-11-19 00:00:00,Corona und die Impfung für Kinder,Ecke Kajo/Schiffstr.
558.0,2021-11-23 00:00:00,Kein Lockdown für Ungeimpfte!,Autokorso
559.0,2021-11-20 00:00:00,Ende aller Corona-Maßnahmen,"Platz der Alten Synagoge - Bertoldstraße - Salzstraße - 
Herrenstraße - Auf der Zinnen - über Kajo - Friedrichstraße 
(zwischen Häuserfront Reno und südlich vom 
""Hans im Glück"") - Friedrichring - Bismarckallee - 
Wilhelmstraße - Sedanstraße - Platz der Alten Synagoge"
560.0,2021-11-20 00:00:00,"Mahnwche gegen Antisemitische VerschwörungstheorienPlatz der Alten 
Synagoge",Platz der Alten Synagoge
561.0,2021-11-26 00:00:00,Folgen der Corona-Maßnahmen für Kinder und Eltern,Ecke Kajo/Schiffstr.
562.0,2021-11-25 00:00:00,Die nächste Ausgabe der Mahnwache zur Ehren des toten Spätis,Lederleplatz
563.0,2021-11-27 00:00:00,Mahnwache gegen Antisemitische Verschwörungstheorien,Platz der Alten Synagoge
564.0,2021-11-27 00:00:00,Ende aller Corona-Maßnahmen,"Platz der Alten Synagoge - Rotteckring - Rempartstraße - 
Kaiser-Joseph-Straße - Gerberau - Augustinerplatz - 
Salzstraße - Kaiser-Joseph-Straße - Friedrichring - 
Bismarckallee - Sedanstraße - Platz der Alten Synagoge"
565.0,2021-11-26 00:00:00,"Demonstration um auf die Klimakrise aufmerksam zu machen im 
Anschluss an die Public Climate School, eine Lehrveranstaltung x
über Themen des Klimawandels","Platz der Alten Synagoge - Rotteckring - Friedrichring - 
Leopoldring - Schwabentorring - Greiffeneggring - vor der 
Dreisam auf die B3 - Werthmannstraße - Platz der Alten Synagoge"
566.0,"29.11., 06.12.2021, 
03.01., 10.01., 
17.01., 24.01., 31.01.,
07.02., 21.02., 28.02., 
07.03.2022","Soziale Ungerechtigkeit, Umweltschutz, Frieden,…","Platz der Alten Synagoge, Ecke Bertoldstraße/KG II"
567.0,"03.12.2021
17.12.2021",Vegane Ernährung,Ecke Kajo/Engelstraße
568.0,2021-11-30 00:00:00,"Spruchband ""Hände weg vom Dietenbach WALD"" zeigen, keine Rede, 
keine Sprechchöre",vor dem Bürgerhaus Zähringen
569.0,2021-12-04 00:00:00,Ende aller Corona-Maßnahmen,"Platz der Alten Synagoge - Rotteckring - Rempartstraße - 
Kaiser-Joseph-Straße - Gerberau - über Augustinerplatz - 
Salzstraße - Kaiser-Joseph-Straße - Friedrichring - 
Bismarckallee - Sedanstraße - Platz der Alten Synagoge"
570.0,2021-12-03 00:00:00,Welt-Aids-Tag mit Gedenkgang,"Cafe Extrablatt, Schreiberstraße, dort Kundgebung - 
Kaiser-Joseph-Straße - Rathausgasse - 
zum Colombipark, dort Kundgebung - Rotteckring - 
Belfortstraße - Adlerstraße, dort Auflösung"
571.0,2021-11-30 00:00:00,Kein Lockdown für Ungeimpfte,Autokorso
572.0,2021-12-03 00:00:00,Corona und die Impfung für Kinder,Platz der Alten Synagoge
573.0,2021-11-30 00:00:00,"Räumung/ Abriss ""G19""","Rathausplatz - Rathausgasse - Kaiser-Joseph-Straße - 
Rempartstraße - Gartenstraße 19 (Zwischenkundgebung) - 
Schreiberstraße - Werderring - Platz der Alten Synagoge 
(Abschlusskundgebung)"
574.0,2021-12-09 00:00:00,Klappe die 9. Der Mahnwache anlässlich des ca. 150. Todestages des Spätis „Bis Späti“,Lederleplatz
575.0,2021-12-07 00:00:00,Gegen 2G+! Gleiches Recht für alle!,Autokorso
576.0,2021-12-08 00:00:00,Forderung der Einführung eines Antiwegwerfgesetzes bei Supermärkten,Platz der Alten Synagoge
577.0,2021-12-11 00:00:00,"„Gegen die Stadt der Reichen! G19 und BikeKitchen Freiraumdemo“
 „Nehmt ihr uns die Häuser ab, hau’n wir euch Green City platt!“
",Bertoldsbrunnen
578.0,2021-12-11 00:00:00,Verfolgung und Organraub an Falun Dafa praktizierenden in China,Augustinerplatz
579.0,2021-12-11 00:00:00,Impfen statt Schwurbel !,Platz der Alten Synagoge
580.0,2021-12-09 00:00:00,Eure Krise nicht auf unserem Rücken,Platz der Alten Synagoge
581.0,2021-12-11 00:00:00,Freiheit für Öcalan,Platz der Alten Synagoge
582.0,2021-12-11 00:00:00,Ende aller Corona-Maßnahmen,Platz der Alten Synagoge
583.0,2021-11-29 00:00:00,"Nehmt ihr uns die Häuser ab, schlagen wir euch die City Platt (G19)",Rathausplatz mit Aufzug
584.0,2021-12-14 00:00:00,gegen eine mögliche Impfpflicht in 2022,Autokorso
585.0,2021-12-16 00:00:00,Nachhaltiges Weihnachten und bewusster Konsum,Ecke Bertoldstraße/ Niemensstraße
586.0,2021-12-17 00:00:00,Mahnwache vor dem Schlachthof,Schlachthof-Tullastr.
587.0,2021-12-18 00:00:00,Atomenergie ist kein Klimaretter,"PdAS, Münstergasse, Augustinerplatz, Ecke Bertoldstr./
Niemensstr."
588.0,2021-12-17 00:00:00,Impfentscheidung - wie können wir damit adäquat umgehen?,Kaiser-Joseph-Straße Ecke Schiffstraße
589.0,2021-12-18 00:00:00,Informationen zur Partei Die Basis,Augustinerplatz
590.0,2021-12-18 00:00:00,Impfen statt Schwurbeln,PdAS
591.0,2021-12-18 00:00:00,Ende aller Corona-Maßnahmen,PdAS mit Aufzug
592.0,2021-12-21 00:00:00,Gegen eine drohende Impfpflicht,Autokorso
593.0,2021-12-24 00:00:00,"Haftbedingungen in der Türkei, Tod von politischen Gefangenen ",PdAS
594.0,2021-12-21 00:00:00,Lebensmittelverschwendung,PdAS
595.0,2021-12-18 00:00:00,gegen Demo der Querdenker,Stadtgarten mit Aufzug
596.0,2021-12-20 00:00:00,Montagsspaziergänge,Rathaus
597.0,2021-12-28 00:00:00,Gegen eine drohende Impfpflicht,Autokorso
598.0,2021-12-27 00:00:00,"""Spaziergang"" gegen Corona-Maßnahmen","Rathausplatz, Kaiser-Joseph-Straße, Schusterstraße, Eisenstraße, Münsterplatz, Herrenstraße, Oberlinden"
599.0,2021-12-31 00:00:00,Gegen eine drohende Impfpflicht,Autokorso
600.0,2021-12-30 00:00:00,Anti-Knast-Demo,"Hermann-Herder-Straße, vor JVA"
