Nr.,Anzeigedat.,Art,Thema,"Wochen-
tag",Datum,Zeit,"Ort, Aufzugsweg",TN-Zahl
283,2022-07-14 00:00:00,K,Gegen den Verkauf von lebenden Tieren ,2022-08-27 00:00:00,2022-08-27,11:30 - 14:00,"Auf dem Bürgersteig vor Zoo Zajac (Konrad-Adenauer-Ring 6, 47167 Duisburg)",< 10
284,2022-07-14 00:00:00,K,"Corona Information
Bildergalerie in der Fußgängerzone",2022-07-30 00:00:00,2022-07-30,10:00 - 18:00,Königstraße 1-11 in 47051 Duisburg,5-10
285,2022-07-15 00:00:00,A (K),Globaler Klimastreik,2022-09-23 00:00:00,2022-09-23,16:00 - 19:00,Königstraße – König-Heinrich-Platz – Landfermannstraße – Saarstraße – Mercatorstraße – Friedrich-Wilhelm-Straße – Steinsche Gasse – Poststraße – Gutenbergstraße – Köhnenstraße – Opernplatz – König-Heinrich-Platz – Königstraße.,500
286,2022-07-17 00:00:00,A,Gerechtigkeit für die Opfer von IS Terror und Frieden in Syrien,2022-07-19 00:00:00,2022-07-19,18:00 - 20:30, Duisburg Hauptbahnhof - Fredrich Wilhelm Straße - Steinsche Gasse - bei der Königsgalerie in die Königstraße - Ende vorm Forum auf Höhe der Wiesen,20-50
287,2022-07-18 00:00:00,,Kinderrechte,2022-11-20 00:00:00,2022-11-20,,,
288,2022-07-19 00:00:00,A (K),Demonstration zum Antikriegstag,2022-09-03 00:00:00,2022-09-03,13:00 - 18:00,Duisburger Hauptbahnhof (Auftaktkundgebung) - Friedrich-Wilhelm-Straße -  Steinsche Gasse - Kuhstraße - Kuhtor - Königsstraße - König-Heinrich-Straße (vor dem Forum)  (Abschlusskundgebung),100
289,2022-07-23 00:00:00,K,Tierrechtsaktivismus in Unterwäsche,2022-07-26 00:00:00,2022-07-26,13:00 - 16:00,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",5
290,2022-07-25 00:00:00,K,Kundgebung zu aktuellen Entwicklungen,2022-08-15 00:00:00,2022-08-15,17:30 - 19.30,"Lifesaver Brunnen, Duisburg Königstraße",30 - 40
291,2022-07-26 00:00:00,K,Frauenmorde stoppen!“,2022-07-28 00:00:00,2022-07-28,16:00 - 18:00,"Kreuzacker 1 bis 7 (Höhe des Krankenhauses), 47228 Duisburg",10 - 15
292,2022-07-26 00:00:00,M,"Stoppt die Verfolgung von Falun Gong und den Organraub an lebenden Falun Gong Praktizierende in China, Falun Dafa ist Gut, der KPC (Kommunischtiche Partei Chinas) ein Ende Setzen.",2022-07-30 00:00:00,2022-07-30,11:30 - 17:00,Königsstraße 7 - 11 (auf der Höhe der Deutschen Bank),8
293,2022-07-28 00:00:00,K,"Die Erde brennt, und die Politik schaut zu",2022-08-05 00:00:00,2022-08-05,17:00 - 18:00,Zwischen dem Stadttheater Duisburg und den schwebenden Gärten,50
294,2022-07-22 00:00:00,K,Förderung der evangelischen Religion in Duisburg,2022-09-02 00:00:00,2022-09-02,16:00 - 22:00,"Kometenplatz, 47179 Duisburg",100 - 200
295,2022-07-22 00:00:00,K,Förderung der evangelischen Religion in Duisburg,2022-09-03 00:00:00,2022-09-03,16:00 - 22:00,"Kometenplatz, 47179 Duisburg",100 - 200
296,2022-07-22 00:00:00,K,Förderung der evangelischen Religion in Duisburg,2022-09-04 00:00:00,2022-09-04,16:00 - 22:00,"Kometenplatz, 47179 Duisburg",100 - 200
297,2022-07-28 00:00:00,M,Mahnwache in Gedenken an die Nuklearbomben-Abwürfe auf die japanischen Städte Nagasaki und Hiroshima 1945,2022-08-06 00:00:00,2022-08-06,18:00 - 21:00,"Johannes Corputius Platz, Innenhafen, Innenstadt Duisburg",10
298,2022-07-29 00:00:00,K,Frauen gegen Krieg für weltweiten Frieden,2022-08-31 00:00:00,2022-08-31,14:00 - 19:00,Königstraße (vor dem Forum) ,20 - 30
299,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-08-01 00:00:00,2022-08-01,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Königstr. - Königstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - Königstr./Höhe Forum Bereich Schwebenden Garten (3. Zw.Kg) - Königstr. - Mercatorstr. -  Bahnhofvorplatz (4.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),ca. 80
300,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-08-08 00:00:00,2022-08-08,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Königstr. - Königstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - Königstr./Höhe Forum Bereich Schwebenden Garten (3. Zw.Kg) - Königstr. - Mercatorstr. -  Bahnhofvorplatz (4.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),ca. 80
301,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-08-15 00:00:00,2022-08-15,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Kuhstraße - Kuhtor (1. Zwischenkundgebung) Kuhlenwall - Köhnenstr. - Landfermannstraße – König-Heinrich-Platz - Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße – Mercatorstraße – Saarstraße – Landfermannstraße - Landfermannstraße/König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung),ca. 80
302,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-08-22 00:00:00,2022-08-22,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
303,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-08-29 00:00:00,2022-08-29,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
304,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-09-05 00:00:00,2022-09-05,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
305,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-09-12 00:00:00,2022-09-12,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Kuhstraße - Kuhtor (1. Zwischenkundgebung) Kuhlenwall - Köhnenstr. - Landfermannstraße – König-Heinrich-Platz - Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße – Mercatorstraße – Saarstraße – Landfermannstraße - Landfermannstraße/König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung),ca. 80
306,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-09-19 00:00:00,2022-09-19,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
307,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-09-26 00:00:00,2022-09-26,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
308,2022-07-28 00:00:00,A,"  ""Ohne Kerosin Nach Berlin""   Fahrradprotest für Klimagerechtigkeit",2022-08-15 00:00:00,2022-08-15,?,"Angermunder Straße - Altenbrucher Damm - Düsseldorfer Landstraße - Wedauer Straße - Forststraße - Wanheimer Straße - Wörthstraße - Rudolf-Schock-Straße - Moerser Straße - Maharethenstraße - Schwarzenberger Straße - In den Peschen - Flutweg - Jakobstraße - Auf dem Berg - Schmiedestraße
 - Peschmannstraße",80
309,2022-07-28 00:00:00,A,"  ""Ohne Kerosin Nach Berlin""   Fahrradprotest für Klimagerechtigkeit",2022-08-16 00:00:00,2022-08-16,?,Peschmannstraße 2 - Bonnacker - Höschenstraße - Kahlacker - Flutweg - Kreuzacker - Moerser Straße - Asterlager Straße - Essenberger Kirchweg - Homberger Straße - Deichstraße - Werthauser Straße -> Alternative: Rheinstraße - Moerser Straße - Rheinhauser Straße - Hochfeldstraße - Brückenplatz - Heerstraße - Steinsche Gasse - Friedrich-Wilhelm-Platz - Friedrich-Wilhelm-Straße - Mercator Straße - Saarstraße - Landfermannstraße - Mülheimer Straße,80
310,2022-08-01 00:00:00,K,"Tierrechte, Veganismus",2022-08-12 00:00:00,2022-08-12,17:00 - 20:00,Königsstraße 48 (vor dem Forum),10 - 25
311,2022-08-01 00:00:00,K,"Tierrechte, Veganismus",2022-08-27 00:00:00,2022-08-27,14:00 - 17:00,Königsstraße 48 (vor dem Forum),10 - 25
312,2022-08-02 00:00:00,K,World TI Day - Gegen organisiertes Stalking,2022-08-29 00:00:00,2022-08-29,12:00 - 18:30,Averdunkplatz,5 - 10
313,2022-08-02 00:00:00,K,Leben durch Vergebung - Gegen Hass und Gewalt für Frieden und Nächstenliebe,2022-08-06 00:00:00,2022-08-06,13:00 - 18:00,August-Bebel-Platz,20
314,2022-08-07 00:00:00,A (K),Fahrrad-Demo. Mahnveranstaltung für mehr Sicherheit im Straßenverkehr,2022-08-10 00:00:00,2022-08-10,19:00 - 21:00,"Königsstraße Lifesaver-Brunnen (Auftaktkundgebung), König- / Ecke Düsseldorfer Straße - Königstraße - Kuhstraße - Steinsche Gasse - Heerstraße - Wanheimer Straße - Eichhornstraße - Eschenstraße (1. Zwischenkundgebungl) - Kaiserswerther Straße - Forststraße - Neuenhofstraße - Kaiserswerther Straße (2. Zwischenkundgebung) - über den Kreisverkehr - Kaiserswerther Straße - Mündelheimer Straße (3. Zwischenkundgebung) - Düsseldorfer Landstraße - Sittardsberger Allee - Sternstraße - Im Schlenk - Kalkweg - Sternbuschweg - Düsseldorfer Straße - Königsstraße Lifesaver-Brunnen (Abschlusskundgebung)",30
315,2022-08-09 00:00:00,A (K),Freiheit für Öcalan,2022-08-13 00:00:00,2022-08-13,18:00 - 20:00,Portsmouthplatz (Auftaktkundgebung) – Friedrich-Wilhelm-Straße  - Steinsche Gasse (Zwischenkundgebung)  - Poststraße –  Gutenbergstraße – Köhnenstraße  - Burgacker – Live Saver (Abschlusskundgebung),100
316,2022-08-11 00:00:00,K,Stilles Gedenken,2022-08-26 00:00:00,2022-08-26,18:00 - 20:00,Haus Wanheimer Straße 301 (vor dem Haus),50
317,2022-08-12 00:00:00,A (K),Antikriegstag 2022,2022-09-01 00:00:00,2022-09-01,16:30 - 20:00,Forum Duisburg (Auftaktkundgebung )– Königstraße – Kuhstraße - Steinsche Gasse – Poststraße – Burgplatz – Poststraße - Oberstraße – Stapeltor - DGB Haus (Zwischenkundgebung) – Pulverweg – Landgerichtsstraße – Königstraße – Forum Duisburg (Abschlusskundgebung),100
318,2022-08-03 00:00:00,A (K),Haftbedingungen und Gesundheitszustand von Herrn Abdullah Öcalan,2022-09-12 00:00:00,2022-09-12,12:00 - (22:00 in Krefeld),Duisburg Hbf (Auftaktkundgebung) - Portsmouthplatz - Mercatorstraße - Friedrich-Wilhelm-Straße - Düsseldorfer Straße - Krummacherstraße (Höhe Hotel) - Kremerstraße - Tiergartenstraße - Bleichstraße - Musfeldstraße - Friedensstraße - Brückenplatz - Heerstraße - Hochfeldstraße - Rheinhauser Straße - Moerser Straße - Margarethenstraße - Atroper Straße - Friedrich-Alfred-Straße - Kruppstraße - Kruppstraße - Windmühlenstraße - Bachstraße - Wilhelmstraße - Dahlingstraße - Dorfstraße (Bereichsgrenze Duisburg / Krefeld),50-100
319,2022-08-19 00:00:00,K,"Warum rechte Proteste keine Lösung sind 
Kapitalismuskritik",2022-09-16 00:00:00,2022-09-16,18:00 - 20:00,König-Heinrich-Platz (vor dem Forum),30
320,2022-08-19 00:00:00,K,"""Das 9 Euro Ticket war auch ein sozialer Erfolg und muss fortgesetzt werden!""/ÖPNV",2022-08-27 00:00:00,2022-08-27,12:00 - 15:00,Portsmouthplatz (vor dem Haupteingang des Hauptbahnhofes),30
321,2022-08-22 00:00:00,K,Wo sind die Wurzeln unserer christlichen Grundwerte?,2022-10-01 00:00:00,2022-10-01,11:00 - 15:00,Königsstraße 1a (vor dem Forum),20
322,2022-08-22 00:00:00,K,"""Stoppt den Krieg""",2022-08-23 00:00:00,2022-08-23,13:00 - 16:30,Haltestelle Lutherplatz (Straßenbahnlinie 901); auf der Seite der Grünanlage,10-15
323,2022-08-22 00:00:00,K,"Angriff auf Rojava, Aufdeckung der Völkermordpolitik des türkischen Staates",2022-08-24 00:00:00,2022-08-24,18:00 - 20:00,Duisburg Forum,100
324,2022-09-03 00:00:00,K,"Vorbereitung der Herbstdemos und ""Aktuelles""",2022-09-12 00:00:00,2022-09-12,17:30 - 19.00,"Lifesaver Brunnen, Duisburg Königstraße",30 - 40
325,2022-08-26 00:00:00,A (K),Jugendliche gegen Wirtschaftskrise und Krieg,2022-09-01 00:00:00,2022-09-01,13:00 - 15:00,Forum Duisburg – Königstraße – Kuhstraße – Steinsche Gasse – Friedrich-Wilhelm-Platz – Friedrich-Wilhelm-Straße – Mercatorstraße -  Königstraße – Forum Duisburg (Abschlusskundgebung),30 - 50
326,2022-08-28 00:00:00,K,Bildergalerie in der Fußgängerzone; Corona-Informationen,2022-09-24 00:00:00,2022-09-24,10:00 - 18:00,Königstraße 1-11 in 47051 Duisburg,5 - 10
327,2022-08-29 00:00:00,K,"Tierrechte, Veganismus",2022-09-17 00:00:00,2022-09-17,14:00 - 17:00,"Königstraße 48, vor dem Forum Duisburg",10 - 25
328,2022-08-29 00:00:00,K,"Tierrechte, Veganismus",2022-09-30 00:00:00,2022-09-30,17:00 - 20:00,"Königstraße 48, vor dem Forum Duisburg",10 - 25
329,2022-08-31 00:00:00,A (K),"KIDICAL MASS, Fahrrad-Demo mit und für Kinder und Jugendliche",2022-09-25 00:00:00,2022-09-25,15:00 - 16:30,Am grünen Ring / Mehrgenerationenspielplatz (Auftaktkundgebung) – Am grünen Ring – Dr.-Wilhelm-Roelen-Str. – Dr.- Hans-Böckler-Str. – Heinestr. – Kantstr. – Schillerstr. – Planetenstr. – Jupiterstr. -  Sternstr. – Friedrich-Ebert-Str. – Teichstr.- Dittfeldstr. – Am grünen Ring – Am Grünen Ring / Mehrgenerationenspielplatz  (Abschlusskundgebung),30 - 50
330,2022-09-02 00:00:00,A (K),Genug ist genug! - Gegen soziale Kälte und die Armutskrise,2022-09-17 00:00:00,2022-09-17,14:00 - 17:30,Portsmouthplatz Hbf. (Auftaktkundgebung) - Friedrich-Wilhelm-Straße - Friedrich-Wilhelm-Platz - Steinsche Gasse - Poststraße - Burgplatz - Gutenbergstraße - Köhnenstraße - Friedrich-Albert-Lange-Platz - König-Heinrich-Platz/Landfermannstraße gegenüber dem Theater - Saarstraße - Mercatorstraße - Portsmouthplatz Hbf. (Abschlusskundgebung),100
331,2022-09-03 00:00:00,K,In Gedenken an den in Münster ermordeten Malte,2022-09-05 00:00:00,2022-09-05,17:00 - 19:00,König-Heinrich-Platz ggü. vom Eingang Amtsgericht Duisburg,30 - 50
332,2022-09-06 00:00:00,K,"""Unsere Armut kotzt uns an!"" - solidarischer Armutsprotest für finanzielle und soziale Sicherheit in der Corona- und Energiekrise und für mehr Teilhabe ",2022-09-18 00:00:00,2022-09-18,15:00 - 19:00,"Duisburg-Hochfeld, Böhninger Park, große Wiese Ecke Karl-Jarres-Str./ Heerstr.",80
333,2022-09-01 00:00:00,M (K),Sensibilisierung der Öffentlichkeit über die Unterdrückung der englischsprachigen Minderheit in Kamerun,2022-10-01 00:00:00,2022-10-01,13:00 - 16:00,Haupteingang Duisburg Hbf.,100
334,2022-09-07 00:00:00,A (K),Kinderrechte in das Grundgesetz bringen,2022-11-10 00:00:00,2022-11-19,13:00 - 15:00,Stadttheater - Landfermannstraße - Saarstraße - Mercatorstraße - Friedrich-Wilhelm-Straße - Friedrich-Wilhem-Platz - Steinsche Gasse - Poststraße - Gutenbergstraße - Köhnenstraße - Landfermannstraße - Stadttheater,250
335,2022-09-07 00:00:00,K,Gegen die Fällung der Bäume,2022-09-19 00:00:00,2022-09-19,13:30 -15:00,"Mercatorhalle Duisburg, gegenüber des Amtsgerichts (König-Heinrich-Platz 1 · 47051 Duisburg)",50
336,2022-09-06 00:00:00,K,"""Unsere Armut kotzt uns an!"" - solidarischer Armutsprotest für finanzielle und soziale Sicherheit in der Corona- und Energiekrise und für mehr Teilhabe ",2022-10-09 00:00:00,2022-10-09,15:00 - 19:00,"Duisburg-Hochfeld, Böhninger Park, große Wiese Ecke Karl-Jarres-Str./ Heerstr.",80
337,2022-09-06 00:00:00,K,"""Unsere Armut kotzt uns an!"" - solidarischer Armutsprotest für finanzielle und soziale Sicherheit in der Corona- und Energiekrise und für mehr Teilhabe ",2022-11-12 00:00:00,2022-11-13,15:00 - 19:00,"Duisburg-Hochfeld, Böhninger Park, große Wiese Ecke Karl-Jarres-Str./ Heerstr.",80
338,2022-09-06 00:00:00,K,"""Unsere Armut kotzt uns an!"" - solidarischer Armutsprotest für finanzielle und soziale Sicherheit in der Corona- und Energiekrise und für mehr Teilhabe ",2022-11-12 00:00:00,2022-12-11,15:00 - 19:00,Vorplatz der Pauluskirche in 47053 Duisburg,80
339,2022-09-12 00:00:00,K,Innenstadtaktion Duisburg ,2022-09-20 00:00:00,2022-09-20,10:00 - 16:00,Königstraße (vor dem Forum),15
340,2022-09-12 00:00:00,M,Sitzung der Bezirksvertretung Rhsn. mit TOP Verkehrsregelung während der Vollsperrung der Gaterwegbrücke in Rheinhausen anlässlich deren Sanierung,2022-09-15 00:00:00,2022-09-15,15:45 - 16:45,Beethovenstraße 20 in 47226 Duisburg (Rheinhausen Halle),10 - 12
341,2022-09-12 00:00:00,A (K),Zukunft für Mitsubushi Power Europe,2022-09-20 00:00:00,2022-09-20,09:00 - 10:00,Mitsubishi Europe Power Schifferstraße 80 - Am Innenhafen - Philosophenweg - Stapeltor 17-19 (Gewerkschaftshaus)- Kuhlenwall - Köhnenstraße - Friedrich-Albert-Lange-Platz - Opernplatz - Mercatorhalle,150
342,2022-09-13 00:00:00,K,Blue Blindfold,2022-10-18 00:00:00,2022-10-18,11:30 - 13:00,Forum,100
343,2022-09-14 00:00:00,K ,"Protestaktion vor der Stadtratssitzung: ""Soziale Kälte verhindern""",2022-09-19 00:00:00,2022-09-19,14:30 - 15:30,vor der Mercatorhalle,20
344,2022-09-16 00:00:00,K,Sollen sie doch laufen,2022-09-17 00:00:00,2022-09-17,17:00 - 18:00,Dellplatz - Papendelle - Plessingstraße - Heerstraße - Brückenplatz,20
345,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-10-03 00:00:00,2022-10-03,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
346,2022-09-21 00:00:00,K,Kundgebung zu aktuellen Entwicklungen,2022-10-10 00:00:00,2022-10-10,17:30 - 19:30,"Lifesaver Brunnen, Duisburg Königstraße",30 - 40
347,2022-09-19 00:00:00,K,Wir protestieren gegen die Folter und Ermordung von Jina Amini (Mahsa) durch die iranische Moralpolizei,2022-09-22 00:00:00,2022-09-22,17:00 - 19:00,Duisburg Forum,30
348,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-10-10 00:00:00,2022-10-10,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse – Kuhstraße - Kuhtor (1. Zwischenkundgebung) Kuhlenwall - Köhnenstr. - Landfermannstraße – König-Heinrich-Platz - Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße – Mercatorstraße – Saarstraße – Landfermannstraße - Landfermannstraße/König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Moselstraße – Fuldastraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße - Alter Markt (Abschlusskundgebung),ca. 80
349,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-10-17 00:00:00,2022-10-17,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
350,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-10-24 00:00:00,2022-10-24,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse –Kuhstraße – Kuhtor (1. Zwischenkundgebung) – Königstraße – Königstraße/Höhe Forum vor dem Eingang der U-Bahnhaltestelle König-Heinrich-Platz (2. Zwischenkundgebung) – Königstraße –Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung),ca. 80
351,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-10-31 00:00:00,2022-10-31,18:00 - 21:30,Alter Markt (Auftaktkundgebung) – Salvatorstraße – Burgplatz – Poststraße – Steinsche Gasse (1. Zwischenkundgebung) – Goldstraße – Dellplatz (2. Zwischenkundgebung) -  Neue Marktstraße - Düsseldorfer Straße  – Mercatorstraße – Saarstraße – Landfermannstraße – Landfermannstraße / König-Heinrich-Platz zwischen Kulturkirche Liebfrauen Duisburg und CityPalais (3. Zwischenkundgebung) – Landfermannstraße – Pulverweg – Stapeltor – Oberstraße – Poststraße – Burgplatz – Salvatorstraße – Alter Markt (Abschlusskundgebung).,ca. 80
352,2022-09-23 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-10-18 00:00:00,2022-10-18,14:00 - 19:00,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
353,2022-09-23 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-10-19 00:00:00,2022-10-19,14:00 - 19:00,"Duisburg-Marxloh, August-Bebel-Platz",ca. 10
