Datum,Unnamed: 1,erwartete TN-Zahl,Thema
"21.11.23
22.11.23
23.11.23
24.11.23
25.11,23
26.11.23
27.11.23
28.11.23
29.11.23
30.11.23
01.12.23
02.12.23
03.12.23
04.12.23
05.12.23",JVA Ossendorf,50,Die Behandlung von kranken inhaftierten Ihsan Cibelik kann nicht verhindert werden
22.03.23     23.03.23                    24.03.23          25.03.23,Chlodwigplatz                   Kalk Post                                   Bürgerpark Kalk,12,14. Fastenaktion bis zum Abzug aller Atomwaffen aus Deutschland
"22.05.23
23.05.23
24.05.23
25.05.23
26.05.23",Borsigstraße,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"22.07.23
19.08.23",Domplatte (Blau-Gold-Haus),15,Evangelium Verbreiten
"22.08.23
25.08.23",Kalk Post,20,Frauen Leben Freiheit
"22.10.23
23.10.23
24.10.23
25.10.23
26.10.23
27.10.23
28.10.23",JVA Ossendorf,50,Die Behandlung von kranken inhaftierten Ihsan Cibelik kann nicht verhindert werden
"22.10.23
27.10.23",Domplatte (vor Domforum),20,"Tierrechte, Verganismus"
"23.05.23
24.05.23
25.05.23",Deutz Mülheimer Straße 51,30,Klimakatastrophe
"23.09.23
05.15.23",Bahnhofsvorplatz,50,"Mutig zu mir selbst stehen können
Weihnachten"
"24.01.23
31.01.23",Breite Straße/Auf dem Berlich,10,Klimagerechtigkeit
24.04.23 25.04.23 26.04.23 27.04.23 28.04.23 29.04.23 30.04.23 01.05.23,Kurt-Rossa-Platz,50,Initiative Völkermord erinnern
24.08.23 25.08.23 26.08.23 27.08.23,Schildergasse (P&C),20,"Open Piano: Runter die Barrieren und gleicher Zugang für alle zur Musik!"" "
"25.02.23
18.03.23",Heumarkt ,500,Iran Revolution
"25.05.23
01.06.23
07.06.23","Appellhofplatz

Obenmarspforten",20,Wir wollen den runden Tisch mit dem ÖFR
25.08.2023  26.08.2023  27.08.2023 28.08.2023  29.08.2023 30.08.2023 31.08.2023 01.09.2023 02.09.2023 03.09.2023 04.09.2023,Friesenplatz  ,15,Verteidigung der Frauenrechte in Afghanistan
"25.09.2023
26.09.23
27.09.23
28.09.23
29.09.23",An Lyskirchen/Ecke Filzengraben,10,ver.di Mahnwache aufgrund der stockenden Tarifrunde im Einzelhandel 
"25.10.23
26.10.23","Kieskaulerweg, Bevingsweg, Küppergasse, Fußfallstraße",600,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche
"25.11.23
02.12.23","Hitzlerstraße 125, Raderthal
Kalker Haupstraße, Kalk",8,Mahnwache vor Leerstand
26.02.23    05.03.23 12.03.23 19.03.23  26.03.23      02.04.23    16.04.23   23.04.23   30.04.23      07.05.23 14.05.23 04.06.23    11.06.23      18.06.23     25.06.23,Heumarkt ,20,"Keine Solidaritäöt mit Querdenker:innen, Reichsbürger:innen und Eso-Faschos - keine Fake News auf dem Heumarkt"
26.08.23 02.09.23,Breslauer Platz,50,Menschenrechtsverletzung im Iran
27.05.23 bis 28.05.23,Chlodwigplatz,60,Gegen Hinrichtungen im Iran
"27.10.23
28.10.23 ",Domplatte BGH,4,Unterstützung der Ukraine
"29.10.23
30.10.23
31.10.23
01.11.23
02,11,23
03.11.23
04.11.23",JVA Ossendorf,50,Die Behandlung von kranken inhaftierten Ihsan Cibelik kann nicht verhindert werden
30.06.23 01.07.23     02.07.23,Domplatte,5,"Die Bilanz des Missbrauchsskandals des Bistums Köln auf der Domplatte zu Köln"", ""Gegen die weitere Vertuschung der Missbrauchfälle im Erzbistum Köln und für eine angemessene Entschädigung der Opfer, Die sofortige Beendigung verfassungswidriger staatlicher Zahlungen an die Katholische Kirche"
"30.12.23
31.12.23",Bahnhofsvorplatz,30,Wir stehen für den Schutz der Gotteshäuser
"31.01.23
24.02.23
28.03.23
12.05.23",Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
"montags
dienstags
und 
donnerstags
jede Woche in 2022",Domplatte (Römerbogen),4,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
samstags und sonntags Juli bis September,Domplatte (Römerbogen),15,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
samstags und sonntags Oktober bis Dezember,Domplatte (Römerbogen),15,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
"samstags
und
sonntags
April bis Juni",Domplatte (Römerbogen),15,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
"samstags
und
sonntags
Januar-
März",Domplatte (Römerbogen),15,"Protest gegen Folter, Mord und illegale Organentnahme an Falun-Gong-Praktizierenden in China"
